path,annotation
IMDA_TIL/audio/000011735.WAV,ANOTHER PROBLEM IS THAT THE SITES HAVE LIMITED REACH
IMDA_TIL/audio/000011736.WAV,THERE WERE NO NEW E C LAUNCHES LAST MONTH
IMDA_TIL/audio/000011737.WAV,SINGAPORE PHILATELIC MUSEUM IS ONE OF THE MOST INTERESTING MUSEUMS IN THE ISLAND CITY
IMDA_TIL/audio/000011738.WAV,GROWTH IN THE SHORT TO MEDIUM TERM WILL BE IN AUSTRALIA BECAUSE OF THE PLATFORM THAT WE HAVE HERE
IMDA_TIL/audio/000011739.WAV,BECAUSE THAT IS THE ONE PROBLEM HE CANNOT SOLVE
IMDA_TIL/audio/000011741.WAV,A MICROPHONE WITH VOICE RECORDING FUNCTIONS WILL ALSO BE INSTALLED
IMDA_TIL/audio/000011742.WAV,SINGAPOREANS ON HOLIDAY IN VIETNAM ALSO ATTENDED THE FESTIVITIES
IMDA_TIL/audio/000011743.WAV,CAN SEE CAN TOUCH BUT NO PHOTOS OF THE COCKPIT ALLOWED
IMDA_TIL/audio/000011744.WAV,DEEP DOWN HOWEVER HE SUSPECTED IT WAS SOMETHING MORE SERIOUS
IMDA_TIL/audio/000011746.WAV,BORROWERS MAY ONLY BORROW NEW LOANS AFTER PRIOR LOANS HAVE BEEN FULLY REPAID WITHOUT DELINQUENCY
IMDA_TIL/audio/000011747.WAV,CURRENTLY WE ARE BEGINNING TO UPGRADE THE FLEET WITH THE IRIDIUM SATELLITE LINK WHICH GUARANTEES US TOTAL GLOBAL TRACKING COVERAGE
IMDA_TIL/audio/000011748.WAV,EVERY DAY ON FACEBOOK THERE ARE QUIZZES TO DISCOVER WHETHER YOU ARE BRAZILIAN YOU ARE A SAINT AND SO ON
IMDA_TIL/audio/000011749.WAV,IF YOU WANT TO HAVE A REFRESHING FRUIT DRINK THEY GOT YOU COVERED AS WELL
IMDA_TIL/audio/000011751.WAV,DEMOLISH THE HOUSE REDEVELOP AND SELL OFF AND DONATE THE PROCEEDS TO CHARITY
IMDA_TIL/audio/000011753.WAV,AT THE END OF THE DAY THESE DRIVER RESOURCES CAN BE REDEPLOYED TO A MORE SUPERVISORY ROLE ROLE IN THAT SENSE
IMDA_TIL/audio/000011754.WAV,THE APP WILL FEATURE ITS OWN MARTIAL ARTS CONTENT AS WELL AS RELATED LICENSED MATERIAL INCLUDING MOVIES AND OTHER COMPETITIONS
IMDA_TIL/audio/000011755.WAV,FEEDBACK FROM THE PLAYERS WAS MOSTLY POSITIVE
IMDA_TIL/audio/000011757.WAV,FIRST IT MAY PERSUADE WOMEN THAT THEY CAN HAVE FAMILIES AND STILL PLAY A ROLE IN THE WORKFORCE
IMDA_TIL/audio/000011759.WAV,AND WHERE ELSE CAN I ASK FOR
IMDA_TIL/audio/000011760.WAV,AS A RESULT SOCIETY AS A WHOLE PAYS THE PRICE
IMDA_TIL/audio/000011761.WAV,THE FAT IS INFUSED PERFECTLY WITH THE STOCK AND THUS ADDING  DEPTH TO ITS TASTY FLAVOUR
IMDA_TIL/audio/000011763.WAV,I THINK THE EXCITEMENT WILL COME WHEN THE FUTURES MARKET IS ESTABLISHED
IMDA_TIL/audio/000011764.WAV,BUT THERE WAS SOMETHING DIFFERENT AND APPEALING ABOUT THE WAY THESE VIDEOS WERE SHOT
IMDA_TIL/audio/000011766.WAV,ALL OF US DEAL WITH THE UPS AND DOWNS OF LIFE DIFFERENTLY
IMDA_TIL/audio/000011767.WAV,A POLICE REPORT WAS SUBSEQUENTLY FILED
IMDA_TIL/audio/000011769.WAV,IT IS UNCLEAR HOW THE VIDEO WAS LEAKED
IMDA_TIL/audio/000011770.WAV,CHELSEA IS KNOWN FOR REACHING OUT TO ITS SINGAPORE SUPPORTERS
IMDA_TIL/audio/000011771.WAV,IT HAS BEEN CLASSIFIED AS A CASE OF VOLUNTARILY CAUSING HURT
IMDA_TIL/audio/000011773.WAV,DO YOU REMEMBER HOW FLIMSY THE PAPER FELT
IMDA_TIL/audio/000011774.WAV,I THINK EVERYONE HAS THE HEART HOW TO GIVE BACK TO SOCIETY
IMDA_TIL/audio/000011775.WAV,BECAUSE THERE IS LITTLE READERSHIP AND LITTLE TRAFFIC
IMDA_TIL/audio/000011776.WAV,THAT OUTLOOK WILL ONLY BE SOLIDIFIED NOW
IMDA_TIL/audio/000011777.WAV,THE STADIUM HAS REMAINED UNTOUCHED SINCE
IMDA_TIL/audio/000011778.WAV,BUT DONT DISMISS THIS NUMBER
IMDA_TIL/audio/000011779.WAV,IT IS SO MUCH A PART OF MISTER LEES LIFE ALL HIS LIFE
IMDA_TIL/audio/000011780.WAV,MANY WILL DEEPLY MISS HER
IMDA_TIL/audio/000011781.WAV,LEADERS HAVE TO MAINTAIN A PUBLIC PERSONA BUT AT THE SAME TIME THEIR PRIVATE POSITION WOULD BE DIFFERENT
IMDA_TIL/audio/000011782.WAV,IT ADDED THAT THE FIRE WAS EXTINGUISHED BY THE COMPANYS EMERGENCY RESPONSE TEAM PRIOR TO THEIR ARRIVAL
IMDA_TIL/audio/000011783.WAV,MECHANICAL ROYAL ROYALTIES WHEN COPIES OF A SONG ARE SOLD EITHER INDIVIDUALLY OR WITH AN ALBUM
IMDA_TIL/audio/000011784.WAV,AND IM NOT AT ALL CONFIDENT THAT THOSE LEVELS ARE GOING TO HOLD
IMDA_TIL/audio/000011785.WAV,RATHER IT IS TO SHOW THE BENEFITS OF COMBINING BOTH
IMDA_TIL/audio/000011786.WAV,I CANT FIND THE WORDS TO DESCRIBE MY FEELINGS SEEING MY FAMILY LYING IN THE HOSPITAL IN A WEAKENED CONDITION
IMDA_TIL/audio/000011787.WAV,BUT HE STILL HAS DOUBLE VISION IN THE LEFT EYE
IMDA_TIL/audio/000011788.WAV,IT ADDED THAT THE THE THREATS HAD BEEN EMPTY AS NO SUCH VIDEO EXISTED
IMDA_TIL/audio/000011789.WAV,BUT HE DOESNT GIVE TWO SQUIRTS ABOUT WHAT HIS NAME IS
IMDA_TIL/audio/000011790.WAV,WE ARE SATISFIED WITH WHERE WE ARE AT
IMDA_TIL/audio/000011791.WAV,AND AT THE HEART OF ENSURING THE  COUNTRY THRIVES AND SURVIVES IS GOOD GOVERNANCE
IMDA_TIL/audio/000011792.WAV,SEVEN SINGAPOREANS WERE INJURED AND ALL ARE RECEIVING RECEIVING MEDICAL ATTENTION AND TREATMENT
IMDA_TIL/audio/000011793.WAV,BUT THAT DID NOT WORK OUT AS PLANNED
IMDA_TIL/audio/000011794.WAV,AMONG OTHER PROPOSALS THE MINIMUM SUM SCHEME WILL BE JETTISONED
IMDA_TIL/audio/000011795.WAV,COACHES ARE ABLE TO CHOOSE THE VELOCITY SPIN AS WELL AS THE HEIGHT OF THE BALL
IMDA_TIL/audio/000011796.WAV,AND WAS THIS SOMETHING YOU WANTED
IMDA_TIL/audio/000011797.WAV,I FEEL THE HEALTH BOOKLET WAS A BIG CONTRIBUTION
IMDA_TIL/audio/000011798.WAV,COURT PROCEEDINGS ARE ONGOING FOR THE FOUR MEN
IMDA_TIL/audio/000011799.WAV,THE SYSTEM AIMS TO IDENTIFY RESPONSIBLE PARTIES AND THE CAUSES OF REGIONAL HAZE
IMDA_TIL/audio/000011800.WAV,SHOWERS ARE EXPECTED MAINLY OVER THE WESTERN PART OF SINGAPORE IN THE LATE AFTERNOON
IMDA_TIL/audio/000020001.WAV,I WAS SO TIRED FROM WORK I COULD NOT EVEN BOTHER TO BRUSH MY TEETH
IMDA_TIL/audio/000020003.WAV,FINALLY THEY WENT BACK TO THEIR CAR AND THEIR HEARTS ACHED UPON SEEING THE VISIBLE SCRATCHES AND BITE MARKS THAT HAD BEEN INFLICTED
IMDA_TIL/audio/000020005.WAV,RUBBER BOOTS ARE NOT POPULAR IN SINGAPORE DESPITE OUR RAINY WEATHER
IMDA_TIL/audio/000020006.WAV,SPK THEY FED THEIR HUNGRY STOMACHS WITH THE EGG AND HAM SANDWICHES THAT MARYS MOTHER HAD MADE
IMDA_TIL/audio/000020007.WAV,THE VETERAN FOUGHT TO PROTECT HIS COUNTRY DURING THE WAR
IMDA_TIL/audio/000020008.WAV,AS THEY WALKED BACK THEY WERE SHOCKED TO SEE A PACK OF STRAY DOGS CIRCLING AROUND THE CAR
IMDA_TIL/audio/000020009.WAV,CHILLI CRAB IS A FAMOUS DISH IN SINGAPORE
IMDA_TIL/audio/000020010.WAV,ALL GOOD CITIZENS SHOULD LEARN HOW TO CHANGE A LIGHT BULB
IMDA_TIL/audio/000020011.WAV,I NEED YOUR HELP
IMDA_TIL/audio/000020012.WAV,CINDERELLAS DRESS TRANSFORMED EXACTLY AT TWELVE OCLOCK
IMDA_TIL/audio/000020013.WAV,THE MAIN ACTOR OF THE MOVIE HAS ARRIVED AT THE PREMIERE
IMDA_TIL/audio/000020014.WAV,THIS LADDER LEADS TO ANOTHER PATH
IMDA_TIL/audio/000020015.WAV,A CHILD PRODIGY JAMES EVENTUALLY BECAME A RESPECTED JUDGE
IMDA_TIL/audio/000020016.WAV,HE GULPED DOWN HIS BEER
IMDA_TIL/audio/000020017.WAV,HE TOLD THEM THAT IT WAS RARE FOR TOURISTS TO MAKE A STOP AT THIS AREA
IMDA_TIL/audio/000020018.WAV,SPK THE CHILD DIVULGED ALL HIS SECRETS TO HIS BEST FRIEND
IMDA_TIL/audio/000020020.WAV,THE STUDENT SKATE ONTO THE STAGE TO RECEIVE HIS CERTIFICATE
IMDA_TIL/audio/000020021.WAV,A DIAMOND IS NOT A WOMANS BEST FRIEND
IMDA_TIL/audio/000020023.WAV,THE WORKERS BRAVED THROUGH SUN AND RAIN EVERY DAY JUST TO BUILD THE TUNNEL
IMDA_TIL/audio/000020024.WAV,THE THIEF WAS CAREFUL TO NOT LEAVE HIS TRACKS IN THE SNOW
IMDA_TIL/audio/000020027.WAV,MY UNCLE IS THIRTY YEARS YOUNGER THAN ME
IMDA_TIL/audio/000020028.WAV,THE LITTLE BOY SHARED HIS TOMATO WITH HIS BROTHER
IMDA_TIL/audio/000020029.WAV,THE YOUNG GIRL WASHED HER SHOES ON HER OWN
IMDA_TIL/audio/000020032.WAV,THEY TRIED TO KEEP IT A SECRET BUT HE WAS ABLE TO FIGURE EVERYTHING OUT
IMDA_TIL/audio/000020033.WAV,A RANGE OF SANDPAPER IS USED TO MAKE THE SURFACE SMOOTH
IMDA_TIL/audio/000020034.WAV,WE KNOW MORE ABOUT SPACE THAN THE SEASONS AND SEAS
IMDA_TIL/audio/000020035.WAV,SHE SCOOPED HERSELF A BIG BOWL OF CORN SOUP
IMDA_TIL/audio/000020036.WAV,THE LANDS DEED WAS SOLD TO THE OLD LADY
IMDA_TIL/audio/000020038.WAV,MOST YOUTHS TODAY THINK THAT THEIR FUTURE IS UNCERTAIN
IMDA_TIL/audio/000020039.WAV,IT IS MORE IMPORTANT TO STUDY SMART THAN TO STUDY HARD
IMDA_TIL/audio/000020040.WAV,HOLD YOUR BAT STEADY AND FOCUS YOUR EYES ON THE BALL
IMDA_TIL/audio/000020041.WAV,AFTER DRIVING FOR TEN YEARS HER CAR IS STILL IN TIP TOP CONDITION
IMDA_TIL/audio/000020042.WAV,FINISH THIS BY TOMORROW OR ELSE YOULL BE FIRED
IMDA_TIL/audio/000020043.WAV,THE FLY WAS CAUGHT IN THE SPIDERS WEB
IMDA_TIL/audio/000020044.WAV,THERE ARE SOMETHING ABOUT HOTEL BEDS THAT MAKES THEM EXTRA COSY
IMDA_TIL/audio/000020045.WAV,THE LITTLE GIRL PLAYED WITH HER RABBIT AND GEESE IN THE YARD
IMDA_TIL/audio/000020047.WAV,HE WRITHED IN PAIN AND GASPED FOR AIR
IMDA_TIL/audio/000020048.WAV,THEY BROUGHT SOME CLOTHES AND THREE DAYS WORTH OF FOOD AND WATER IN THEIR CAR
IMDA_TIL/audio/000020049.WAV,YOU CAN BAKE SHORTBREAD COOKIES JUST WITH SUGAR BUTTER AND FLOUR
IMDA_TIL/audio/000020050.WAV,WE MADE VERBAL VOWS TO EACH OTHER IN THE PAST BUT IT WAS A FUTILE ATTEMPT
IMDA_TIL/audio/000020051.WAV,THE CHARITY RUN WAS HELD ON A TUESDAY
IMDA_TIL/audio/000020052.WAV,THEY GIRD THEIR LOINS FOR THE CHALLENGE
IMDA_TIL/audio/000020053.WAV,MARY FELL ASLEEP ON HER MOTHERS LAP BEAT FROM THE WHOLE ORDEAL
IMDA_TIL/audio/000020054.WAV,WITH THE MOVERS HIRED TO SETTLE THE REST OF THEIR LUGGAGE AND FURNITURE THEY DECIDED TO TAKE A SHORT TOUR FIRST OF THE HARBOUR THAT WAS NEAR THEIR NEW HOME
IMDA_TIL/audio/000020057.WAV,WE NOW HAVE TO WALK TWENTY MINUTES FURTHER JUST TO GET A CUP OF COFFEE
IMDA_TIL/audio/000020058.WAV,AN OLD MAN WHO WAS PUTTING DOWN HIS GUN APPEARED FROM THE SUNFLOWER FIELDS AND HURRIED THE SHAKEN FAMILY TO BE ON THEIR WAY BEFORE THE DOGS RETURN
IMDA_TIL/audio/000020060.WAV,JUST AS THEY WERE TRYING TO FIND A TOOL OR TWO THAT THEY COULD USE TO FEND OFF THE DOGS ONE OF THE DOGS SPOTTED THEM
IMDA_TIL/audio/000020062.WAV,WE ALL KNEW THAT IT WAS THE CALM BEFORE THE STORM
IMDA_TIL/audio/000020063.WAV,HE WAS THE PRESIDENT OF THE DANCE CLUB IN MY SCHOOL
IMDA_TIL/audio/000020064.WAV,I ATTACHED A MIRROR TO MY CLOSET DOOR
IMDA_TIL/audio/000020065.WAV,SONG SHEETS FOR XYLOPHONES ARE ON THE SHELF TO YOUR RIGHT
IMDA_TIL/audio/000020066.WAV,PINK WAS A COLOUR OF HEALTH
IMDA_TIL/audio/000020067.WAV,A MURDER HAD ALREADY BEEN PLOTTED A MONTH AGO
IMDA_TIL/audio/000020070.WAV,THE GUARDS CANT LAUGH WHEN THEY ARE ON DUTY
IMDA_TIL/audio/000020073.WAV,I HAD A LOT OF QUESTIONS ABOUT THE ASSIGNMENT
IMDA_TIL/audio/000020074.WAV,TWINS OFTEN HAVE A UNIQUE CHEMISTRY WITH EACH OTHER
IMDA_TIL/audio/000020075.WAV,THAT MAN IS AN AIRCRAFT ENGINEER
IMDA_TIL/audio/000020078.WAV,HE IS A LIGHTWEIGHT IN ALCOHOL
IMDA_TIL/audio/000020079.WAV,OUR SPORTS TEAMS HAVE ACHIEVED REMARKABLE FEATS THIS YEAR
IMDA_TIL/audio/000020080.WAV,THE STUDENT WAS VERY CONFUSED UNTIL HE REALISED HE ENTERED THE WRONG CLASSROOM
IMDA_TIL/audio/000020082.WAV,MY WINTER JACKET CAME WITH A DETACHABLE HOOD
IMDA_TIL/audio/000020084.WAV,IT WAS A MIRACLE THAT HE RECOVERED FROM HIS LIFE THREATENING ACCIDENT
IMDA_TIL/audio/000020085.WAV,I GET FREE SNACKS WHENEVER I GO TO THE SUPERMARKET
IMDA_TIL/audio/000020087.WAV,HE BECAME VERY FIT EVER SINCE HIS BREAK UP LAST YEAR
IMDA_TIL/audio/000020088.WAV,PEOPLE TEND TO OVER EAT WHILE WATCHING THE TELEVISION
IMDA_TIL/audio/000020091.WAV,HE HURT HIMSELF WHILE SLICING THE MEAT
IMDA_TIL/audio/000020092.WAV,AFTER THEIR SATISFYING LUNCH THE FAMILY TOOK A NAP WITH THE GRASS AS THEIR BED
IMDA_TIL/audio/000020093.WAV,JUST BECAUSE I TOLERATED HE THOUGHT I WAS A FOOL
IMDA_TIL/audio/000020094.WAV,PLEASE PASS YOUR EXAM ONCE AND FOR ALL
IMDA_TIL/audio/000020096.WAV,SHE IS A DEEP SLEEPER
IMDA_TIL/audio/000020099.WAV,THERE WERE BARRELS OF WINE IN THE HUGE CELLAR
IMDA_TIL/audio/000020100.WAV,THE VAN TRAVELLED SLOWLY ON THE EXPRESS WAY
IMDA_TIL/audio/000020101.WAV,CURRENT EVENTS MAY ALSO TRIGGER MEMORIES THAT INVOLVE A NEED TO STOCKPILE ITEMS OF VALUE
IMDA_TIL/audio/000020103.WAV,SO ITS ESSENTIAL THAT THE TAMIL LETTERS ARE SELECTED CAREFULLY SO  THEYVE DONE SO HERE
IMDA_TIL/audio/000020107.WAV,THE FREQUENCY OF TREE INSPECTION AND PRUNING VARIES ACCORDING TO LOCATION SPECIES AGE AND TREE CONDITION
IMDA_TIL/audio/000020108.WAV,AFTER ALMOST SIX HOURS SHE DIED OF CARDIAC ARREST
IMDA_TIL/audio/000020109.WAV,AND IF YOUR TECHNOLOGY IS DEEP IT WILL PROBABLY TAKE COMPETITORS A WHILE TO CATCH UP
IMDA_TIL/audio/000020112.WAV,EVEN NOW ALL THE BIG COUNTRIES SAY THEY HAVE MISSED A GREAT FRIEND
IMDA_TIL/audio/000020113.WAV,A SHORTER LEASE WOULD MEAN MORE SAVINGS FOR MY RETIREMENT SO WHY NOT
IMDA_TIL/audio/000020114.WAV,BUT WE USUALLY DO NOT MATTER WHAT
IMDA_TIL/audio/000020116.WAV,BUT HER MEMORY IS SO GOOD SHE COULDNT HAVE MADE MISTAKE
IMDA_TIL/audio/000020117.WAV,THE AUSTRALIAN DOLLAR GAINED WHILE BOND YIELDS FELL
IMDA_TIL/audio/000020120.WAV,EXPECT HOURS TO BE WASTED READING HOW DIABOLICAL SOME OF THESE EMAILS GO
IMDA_TIL/audio/000020121.WAV,THE CAMPAIGN AIMS TO EDUCATE SINGAPOREANS ON SUSTAINABLE PRACTICES IN THE PRODUCTION OF PALM OIL
IMDA_TIL/audio/000020123.WAV,BECAUSE AMERICA WILL NOT TOLERATE IT
IMDA_TIL/audio/000020124.WAV,WELL YOU CANT REALLY NAME YOUR RESTAURANT CHICKEN CAN YOU
IMDA_TIL/audio/000020126.WAV,PARENTS WHO LIVE IN WOODLANDS ARE LOOKING FORWARD TO THE REFRESHING CONCEPT OF THE UPCOMING CHILDCARE CENTRE
IMDA_TIL/audio/000020127.WAV,FATHERS AND DAUGHTERS DO NOT USE SUCH LANGUAGE AND I WAS TAKEN A BACK
IMDA_TIL/audio/000020131.WAV,ARE YOU WASHING YOUR HAIR DURING CONFINEMENT
IMDA_TIL/audio/000020134.WAV,BUT WOMEN DO THIS ALL THE TIME THEY DONT GET GLORY
IMDA_TIL/audio/000020136.WAV,COMPARED TO OTHER MARKETS THE HOUSING MARKET IS PARTICULARLY PRONE TO SPECULATIVE BOOMS AND BUST
IMDA_TIL/audio/000020137.WAV,MANDATORY BLOCK LEAVE IS ALSO PRACTISED IN THE PRIVATE SECTOR
IMDA_TIL/audio/000020138.WAV,GIFTS OF GOLD ARE TRADITIONAL FOR WEDDINGS AND BIRTHS
IMDA_TIL/audio/000020139.WAV,HOW SHOULD THE GOVERNMENT ACKNOWLEDGE THE UNDERCURRENTS IN THE COMMUNITY AND ADAPT IN LIGHT OF GREATER DEMANDS FOR TRANSPARENCY
IMDA_TIL/audio/000020140.WAV,ALWAYS WANTED TO TAKE A PEEK INTO YOUR CHILDS WORLD AT SCHOOL
IMDA_TIL/audio/000020143.WAV,RAINFALL IS EXPECTED TO BE SLIGHTLY BELOW AVERAGE
IMDA_TIL/audio/000020144.WAV,AT LEAST IT DOESNT NAG
IMDA_TIL/audio/000020145.WAV,EVEN AS SINGAPORE WENT THROUGH CHANGES HE WANTED TO SEE HOW IT DEVELOPED
IMDA_TIL/audio/000020147.WAV,HE ALSO LEAVES HIS FORTUNE IN A TRUST FOR VARIOUS CHARITIES HERE AND ELSEWHERE
IMDA_TIL/audio/000020148.WAV,ABOUT TWO OUT OF THREE WERE MALE
IMDA_TIL/audio/000020149.WAV,HE ADDED THAT COLLECTION INFORMATION WILL BE SENT TO APPLICANTS WHEN THE TAGS ARE READY
IMDA_TIL/audio/000020151.WAV,I FOUND IT SO STRESSFUL AND I COULDNT TAKE IT
IMDA_TIL/audio/000020152.WAV,DETAILS ON WHEN AND HOW AN INJECTION WILL BE LIFTED ARE BEING WORKED OUT
IMDA_TIL/audio/000020153.WAV,ENTERING THE HIGH GROWTH LOGISTICS SECTOR IN INDIA HELPS US TO DIVERSIFY OUR ASSET PORTFOLIO
IMDA_TIL/audio/000020154.WAV,AS SUCH THERE COULD STILL BE SHARP SPIKES FROM TIME TO TIME THIS YEAR
IMDA_TIL/audio/000020155.WAV,IF ECONOMIC CONDITIONS BECOME FAVOURABLE AND OUR PRICE TARGET IS ACHIEVED WE WILL NORMALISE MONETARY POLICY
IMDA_TIL/audio/000020157.WAV,BEING OLD AND FRAIL PUTS ONE AT A HIGH RISK OF DEVELOPING DEMENTIA
IMDA_TIL/audio/000020158.WAV,BUT IT IS A JOB THAT REQUIRES CONSTANT ALERTNESS AND VIGILANCE ALL AROUND
IMDA_TIL/audio/000020159.WAV,HE ADDED THAT MISTER TAN REMAINS AN IMPORTANT MEMBER OF HIS TEAM THOUGH IN A DIFFERENT ROLE
IMDA_TIL/audio/000020163.WAV,ATTENDANCE TO THE SESSIONS ARE THROUGH INVITATION ONLY
IMDA_TIL/audio/000020164.WAV,BESIDES THE CALL POLICE APP OTHER HIGHLIGHTS INCLUDED A MARKETING CAMPAIGN TO END THE STIGMA AGAINST DYSLEXIA
IMDA_TIL/audio/000020165.WAV,ANY POLICY OR RULING THAT WILL HELP THE INDUSTRY THE BORROWER AT LARGE WILL BENEFIT EVERYBODY
IMDA_TIL/audio/000020166.WAV,BUT HE SAID THE SACRIFICE IS WORTH IT
IMDA_TIL/audio/000020167.WAV,I GET TO CHOOSE FIRST WHICH VINYLS I WANT TO KEEP FOR MYSELF HE SAYS WITH A SMILE
IMDA_TIL/audio/000020168.WAV,PRINTER COMPANIES EARN FAR HIGHER MARGINS ON REPLACEMENT CARTRIDGES THAN ON PRINTERS WHICH ARE OFTEN SOLD CHEAPLY
IMDA_TIL/audio/000020169.WAV,AND HOPEFULLY THERE WILL BE THE RIGHT PERSON WHO IS NOT INTIMIDATED
IMDA_TIL/audio/000020170.WAV,BUT AFTER TAKING THE SALE PROCEEDS THEY TREAT THE PARENTS SHABBILY SOME EVEN THROWING THE PARENTS OUT
IMDA_TIL/audio/000020171.WAV,ACCORDING TO THE REPORT MEDIUMS WERE ENGAGED TO TRY TO EXORCISE THE POLTERGEISTS BUT TO NO AVAIL
IMDA_TIL/audio/000020172.WAV,ACCORDING TO PSYCHIATRIC REPORTS QUOTED BY THE PROSECUTION TODAY TAN HAS PARANOID SCHIZOPHRENIA THAT REMAINS UNTREATED
IMDA_TIL/audio/000020173.WAV,BOTH ARE STILL WARDED IN THE INTENSIVE CARE UNIT
IMDA_TIL/audio/000020174.WAV,SPK BUT I CAN ONLY SAY IF YOU WANT TO BE IN A BUSINESS YOU MUST HAVE THAT
IMDA_TIL/audio/000020175.WAV,MISTER OBAMA WILL BE MEETING WITH MEMBERS OF THE VIETNAMESE CIVIL SOCIETY
IMDA_TIL/audio/000020176.WAV,ALL THIS TO HELP A SINGAPOREAN GUEST CREATE THE PERFECT SURPRISE WEDDING PROPOSAL
IMDA_TIL/audio/000020177.WAV,AND IT WAS A VERY MATURE VIEW BUT THEY CONTINUE TO MOVE FORWARD
IMDA_TIL/audio/000020179.WAV,A LOT GOES INTO PREPARATION
IMDA_TIL/audio/000020180.WAV,HE ALSO CALLED FOR CONTRIBUTORS TO SUBMIT OPINION ARTICLES AND NEWS FOR THE SITE
IMDA_TIL/audio/000020181.WAV,HE SUGGESTED THAT THIS CLASS BE DEFINED AS BROADLY AS POSSIBLE
IMDA_TIL/audio/000020185.WAV,HERE AND THERE WERE SIGNS OF THE PANDEMONIUM FOR WHICH BLACK FRIDAY WAS LONG KNOWN
IMDA_TIL/audio/000020186.WAV,AND BECAUSE THEY THEMSELVES ARE FROM DISADVANTAGED BACKGROUNDS THEY KNOW THERE ARE OTHERS WHO ARE LIKE THEM AS WELL
IMDA_TIL/audio/000020187.WAV,IS THE YOUNGER GENERATION OF SINGAPOREANS INDIFFERENT TOWARDS POLITICS AND SINGAPORES FUTURE
IMDA_TIL/audio/000020188.WAV,BUT WE HAVE TO MAKE SURE THAT THE SKILLS THAT THEY ACQUIRE ARE GOING TO BE RELEVANT IN THE FUTURE
IMDA_TIL/audio/000020189.WAV,AS SUCH THIS TREND IS LIKELY TO CONTINUE
IMDA_TIL/audio/000020190.WAV,READ THE FULL POLITICO MAGAZINE INTERVIEW HERE
IMDA_TIL/audio/000020191.WAV,I WILL BE LOOKING FORWARD TO THAT DAY
IMDA_TIL/audio/000020194.WAV,AND ULTIMATELY SINGAPORES ECONOMY WILL SIMPLY CRASH
IMDA_TIL/audio/000020196.WAV,THERE ARE BUSES BUT THERE ARE ALWAYS YOUR TWO LEGS WHAT
IMDA_TIL/audio/000020197.WAV,HE ALWAYS THOUGHT ABOUT HIS PEOPLE
IMDA_TIL/audio/000020200.WAV,INVESTORS TEND TO OVERESTIMATE IT
IMDA_TIL/audio/000020201.WAV,MANY OF THOSE REJECTED COULD AFFORD TO PURCHASE A SMALL FLAT OR HAD FAMILY SUPPORT
IMDA_TIL/audio/000020202.WAV,BUT MY DAD ALSO ALWAYS USED TO TALK ABOUT THE PRISTINE BEAUTY OF THAT LAND
IMDA_TIL/audio/000020203.WAV,AND IF THE RESULT IS GOOD THUMBS UP MAN
IMDA_TIL/audio/000020204.WAV,HE IS MARRIED TO A TEACHER AND THE COUPLE HAVE SEVEN CHILDREN
IMDA_TIL/audio/000020206.WAV,BUT IN THIS CASE THE DEVELOPER MIGHT CHOOSE TO CONSERVE IT IF THE AUTHORITIES APPROVE
IMDA_TIL/audio/000020208.WAV,EIGHT OTHER SIMILAR OFFENCES WERE CONSIDERED DURING SENTENCING
IMDA_TIL/audio/000020210.WAV,MY REASON WAS ALWAYS NO TIME
IMDA_TIL/audio/000020211.WAV,WHAT IF THE JAIL TERM WAS REAL
IMDA_TIL/audio/000020213.WAV,HERE ARE THE REASONS WHY YOUD WANT TO GIVE THIS POPULAR AMERICAN RESTAURANT A TRY
IMDA_TIL/audio/000020214.WAV,CHECK IT OUT WHENEVER YOU ARE NEARBY
IMDA_TIL/audio/000020219.WAV,FOR BUSINESSES IN SINGAPORE KEEN TO EXPERIMENT IN NEW MARKETS CHINA PRESENTS A MASSIVE OPPORTUNITY
IMDA_TIL/audio/000020221.WAV,HE ADDED THAT HIS THOUGHTS AND PRAYERS WERE WITH ALL THOSE AFFECTED IN THE DISASTER
IMDA_TIL/audio/000020225.WAV,HE SAID THAT BUSINESSES NEED TIME TO PLAN LABOUR PROJECTIONS AND A SUDDEN POLICY CHANGE CAN HURT BUSINESSES MORE
IMDA_TIL/audio/000020226.WAV,POLICE HAVE CLASSIFIED THE CASE AS MURDER
IMDA_TIL/audio/000020233.WAV,ALTHOUGH THE IMPROVEMENTS SHOWN AMONG SERVICE PROVIDERS HERE WERE WORTH CELEBRATING MISTER LEE SAID THEY CAN DO MUCH BETTER
IMDA_TIL/audio/000020234.WAV,BUT SHE STOPPED HERSELF WHEN SHE FELT DIZZY AND TOOK A SHOWER TO FRESHEN UP
IMDA_TIL/audio/000020235.WAV,I MADE GOOD FRIENDS AND WE STILL KEEP IN TOUCH
IMDA_TIL/audio/000020237.WAV,WE ARE DETERMINED EVEN WITH OUR FINITE RESOURCES WE WILL CONTINUE TO BE SPECIAL
IMDA_TIL/audio/000020238.WAV,IF CHARGED AND CONVICTED THE MAN COULD BE JAILED UP TO FIVE YEARS FINED OR BOTH
IMDA_TIL/audio/000020240.WAV,BUT TAP WATER IN SINGAPORE IS CLEAN SAFE TO DRINK AND EVEN CONTAINS FLUORIDE WHICH IS GOOD FOR ONES TEETH
IMDA_TIL/audio/000020241.WAV,IN ANY CASE CREEPS ARE COMMON ENOUGH THAT SOME KARATE SKILLS SEEM TO BE IN ORDER
